No|Pengguna|PLK|DPB|Tgl Masuk|Divisi|Kode Proyek|Product|Nama Proyek|Description|Account|Unit|Cur|Unit price|Order|Curr. amount|Total (Rupiah)|Tgl Pengajuan|Tgl Kebutuhan|SPPH|PO|Jenis Order|Supplier|Order|Cur|Harga|Total|Tanggal PO|Tanggal Kirim|ETA|Barang Tiba|Negosiasi|Efisiensi|BA|Jml Brg|delivery time Amd|Status|Keterangan
11|DWI|0|110003413||Divisi Produksi|35012PS107|10101671|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 150K, 1%, 0.6W, AXIAL, MRS25000C1503FCT00, VISHAY BC COMPONENTS, #9464620|2134|BU|IDR|2500|4|10000|10000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|10000|310001694|4|||
12|DWI|0|110003413||Divisi Produksi|35012PS107|10101672|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 150R, 1%, 0.6W, AXIAL, MRS25000C1500FCT00, VISHAY BC COMPONENTS, #9464638|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
13|DWI|0|110003413||Divisi Produksi|35012PS107|10101673|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 160K, 1%, 0.6W, AXIAL, MRS25000C1603FCT00, VISHAY BC COMPONENTS, #9464743|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
14|DWI|0|110003413||Divisi Produksi|35012PS107|10101674|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 180R, 1%, 0.6W, AXIAL, VISHAY BC COMPONENTS, PN: MRS25000C1800FCT00, #9464980, FARNELL|2134|BU|IDR|2000|4|8000|8000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|8000|310001694|4|||
15|DWI|0|110003413||Divisi Produksi|35012PS107|10101675|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 18K, 1%, 0.6W, AXIAL, MRS25000C1802FCT00, VISHAY BC COMPONENTS, #9465030|2134|BU|IDR|2000|12|24000|24000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|24000|310001694|12|||
16|DWI|0|110003413||Divisi Produksi|35012PS107|10101676|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 1K3, 1%, 0.6W, AXIAL, MRS25000C1301FCT00, VISHAY BC COMPONENTS, #9465294|2134|BU|IDR|1000|4|4000|4000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|4000|310001694|4|||
17|DWI|0|110003413||Divisi Produksi|35012PS107|10101677|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 1K8, 1%, 0.6W, AXIAL, MRS25000C1801FCT00, VISHAY BC COMPONENTS, #9465448|2134|BU|IDR|2500|4|10000|10000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|10000|310001694|4|||
18|DWI|0|110003413||Divisi Produksi|35012PS107|10101678|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 24K, 1%,0.6W, AXIAL, VISHAY BC COMPONENTS, PN: MRS25000C2402FCT00, #9466290, FARNELL|2134|BU|IDR|1000|4|4000|4000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|4000|310001694|4|||
19|DWI|0|110003413||Divisi Produksi|35012PS107|10101679|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 30K, 1%, 0.6W, AXIAL, MRS25000C3002FCT00, VISHAY BC COMPONENTS, #9467173|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
20|DWI|0|110003413||Divisi Produksi|35012PS107|10101680|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 39K, 1%, 600MW, AXIAL , VISHAY BC COMPONENTS, PN: MRS25000C3902FCT00, #9467718, FARNELL|2134|BU|IDR|1000|4|4000|4000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|4000|310001694|4|||
21|DWI|0|110003413||Divisi Produksi|35012PS107|10101681|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 680K, 1%, 0.6W, AXIAL, MRS25000C6803FCT00, VISHAY BC COMPONENTS, #9469621|2134|BU|IDR|2500|4|10000|10000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|10000|310001694|4|||
22|DWI|0|110003413||Divisi Produksi|35012PS107|10101682|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 6K8, 1%, 0.6W, AXIAL, MRS25000C6801FCT00, VISHAY BC COMPONENTS, #9469800|2134|BU|IDR|2500|16|40000|40000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|16|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|40000|310001694|16|||
23|DWI|0|110003413||Divisi Produksi|35012PS107|10101683|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 75K, 1%, 0.6W, AXIAL, MRS25000C7502FCT00, VISHAY BC COMPONENTS, #9469990|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
24|DWI|0|110003413||Divisi Produksi|35012PS107|10101684|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 820R, 1%, 0.6W, AXIAL, MRS25000C8200FCT00, VISHAY BC COMPONENTS, #9470247|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
25|DWI|0|110003413||Divisi Produksi|35012PS107|10101685|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 82K, 1%, 0.6W, AXIAL, MRS25000C8202FCT00, VISHAY BC COMPONENTS|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
26|DWI|0|110003413||Divisi Produksi|35012PS107|10101686|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RES, THIN FILM, 8K2, 1%, 0.6W, AXIAL, MRS25000C8201FCT00, VISHAY BC COMPONENTS, #9470441|2134|BU|IDR|2500|16|40000|40000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|16|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|40000|310001694|16|||
27|DWI|0|110003413||Divisi Produksi|35012PS107|10101687|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, 0805, 180R, 1%, 1/8W, SMD, CR0805-FX-1800GLF, BOURNS, #2008372|2134|BU|IDR|2500|24|60000|60000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|24|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|60000|310001694|24|||
28|DWI|0|110003413||Divisi Produksi|35012PS107|10101688|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, 0805, 82R, 1% SMD, CRCW080582R0FKEA, VISHAY DRALORIC, #2138831|2134|BU|IDR|1750|12|21000|21000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|21000|310001694|12|||
29|DWI|0|110003413||Divisi Produksi|35012PS107|10101689|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, 0805, 90R9, 1% SMD, CRCW080590R9FKEA, VISHAY DRALORIC, #2138836|2134|BU|IDR|1750|12|21000|21000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|21000|310001694|12|||
30|DWI|0|110003413||Divisi Produksi|35012PS107|10101691|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, 1W 5% 3K3, WELWYN, PN: MFP1-3K3 JI, #1565386, FARNELL|2134|BU|IDR|5000|6|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|6|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|6|||
31|DWI|0|110003413||Divisi Produksi|35012PS107|10101693|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, CARBON FILM, 0R, 0.25W, MCF 0.25W 0R, MULTICOMP, #9339027|2134|BU|IDR|1430|36|51480|51480|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|36|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|51480|310001694|36|||
32|DWI|0|110003413||Divisi Produksi|35012PS107|10101694|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, MRS25 1% 27K, MRS25000C2702FCT00, VISHAY BC COMPONENTS, #9466517|2134|BU|IDR|2500|16|40000|40000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|16|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|40000|310001694|16|||
33|DWI|0|110003413||Divisi Produksi|35012PS107|10101394|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; "RESISTOR, MRS25 1% 15K, PHOENIX PASSIVE COMPONENTS, PN: MRS25 15K 1%, #9464689, FARNELL"|2134|BU|IDR|1000|10|10000|10000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|10|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|10000|310001694|10|||
34|DWI|0|110003413||Divisi Produksi|35012PS107|10101395|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; "RESISTOR, MRS25 1% 16K, PHOENIX PASSIVE COMPONENTS, PN: MRS25 16K 1%, #9464824, FARNELL"|2134|BU|IDR|1000|10|10000|10000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|10|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|10000|310001694|10|||
35|DWI|0|110003413||Divisi Produksi|35012PS107|10101696|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, MRS25 1% 68K, MRS25000C6802FCT00, VISHAY BC COMPONENTS, #9469664|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
36|DWI|0|110003413||Divisi Produksi|35012PS107|10101697|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, MRS25, 2K7, 1%, VISHAY BC COMPONENTS, PN: MRS25000C2701FCT00, #9466827, FARNELL|2134|BU|IDR|2000|4|8000|8000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|8000|310001694|4|||
37|DWI|0|110003413||Divisi Produksi|35012PS107|10101699|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, MRS25, 680R, 1%, MRS25000C6800FCT00, VISHAY BC COMPONENTS, #9469630|2134|BU|IDR|2500|4|10000|10000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|10000|310001694|4|||
38|DWI|0|110003413||Divisi Produksi|35012PS107|10101701|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, THIN FILM, 1K, 0.6W, 1%, MRS25 1K 1%, VISHAY BC COMPONENTS, #9465170|2134|BU|IDR|2000|12|24000|24000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|24000|310001694|12|||
39|DWI|0|110003413||Divisi Produksi|35012PS107|10101702|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, THIN FILM, 1M, 0.6W, 1%, MRS25000C1004FCT00, VISHAY BC COMPONENTS, #9465499|2134|BU|IDR|2500|8|20000|20000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|8|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|20000|310001694|8|||
40|DWI|0|110003413||Divisi Produksi|35012PS107|10101703|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, THIN FILM, 2.2K, 0.6W, 1%, MRS25000C2201FCT00, VISHAY BC COMPONENTS, #9466711|2134|BU|IDR|2500|12|30000|30000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30000|310001694|12|||
41|DWI|0|110003413||Divisi Produksi|35012PS107|10101704|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; RESISTOR, THIN FILM, 4K7, 0.6W, 1%, MRS25000C4701FCT00, VISHAY BC COMPONENTS, #9468692|2134|BU|IDR|2500|32|80000|80000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|32|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|80000|310001694|32|||
42|DWI|0|110003413||Divisi Produksi|35012PS107|10101705|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; STANDARD THICK FILM CHIP RESISTORS, CRCW SERIES, 120R, 1%, 1/8W CRCW0805120RFKEA, SMD, VISHAY DRALORIC, #1652914|2134|BU|IDR|155|12|1860|1860|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|1860|310001694|12|||
43|DWI|0|110003413||Divisi Produksi|35012PS107|10101706|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; STANDARD THICK FILM CHIP RESISTORS, CRCW SERIES, 130R, 1%, 1/8W, CRCW0805130RFKEA, SMD, VISHAY DRALORIC, #1692530|2134|BU|IDR|155|12|1860|1860|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|12|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|1860|310001694|12|||
44|DWI|0|110003413||Divisi Produksi|35012PS107|10101707|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|RESISTOR; STANDARD THICK FILM CHIP RESISTORS, CRCW SERIES, 220R, 1%, 1/8W, CRCW0805220RFKEA, SMD, VISHAY DRALORIC, #1469899|2134|BU|IDR|155|24|3720|3720|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|24|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|3720|310001694|24|||
45|DWI|0|110003413||Divisi Produksi|35012PS107|10111214|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|CAPACITOR; CAP MLCC, 15PF, 100V, C0G, 5%, RADIAL, SR211A150JAR , AVX, #1100501|2134|BU|IDR|19000|2|38000|38000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|2|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|38000|310001694|2|||
46|DWI|0|110003413||Divisi Produksi|35012PS107|10111215|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|CAPACITOR; CAP, CERAMIC, 1000PF, 100V, X7R, RAD, K102K15X7RH53L2, VISHAY, #1141779|2134|BU|IDR|5500|6|33000|33000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|6|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|33000|310001694|6|||
47|DWI|0|110003413||Divisi Produksi|35012PS107|10111218|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|CAPACITOR; CAP, MLCC, C0G/NP0, 1NF, 100V, RAD, AVX, PN: SR201A102JAR, #1100499, FARNELL|2134|BU|IDR|5500|4|22000|22000|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|22000|310001694|4|||
48|DWI|0|110003413||Divisi Produksi|35012PS107|10111219|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|CAPACITOR; CAP, TANT, 10UF, 35V, RAD, MULTICOMP, PN: CB1V106M2DCB, #9708570, FARNELL|2134|BU|IDR|25200|1|25200|25200|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|1|SGD|2|2|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|25200|310001694|1|||
49|DWI|0|110003413||Divisi Produksi|35012PS107|10111221|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|CAPACITOR; CAPACITOR, 1NF, 100V, 5%, FKP2D011001D00JSSD, WIMA, #1005978|2134|BU|IDR|7600|4|30400|30400|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|4|SGD|0|1|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|30400|310001694|4|||
50|DWI|0|110003413||Divisi Produksi|35012PS107|10111222|PD 12XS 701 - AXLE COUNTER ALTPRO 2012|CAPACITOR; CAPACITOR, 4.7NF, 63V, FKP2C014701D00JSSD, WIMA, #1005987|2134|BU|IDR|12500|1|12500|12500|05/01/2015 0:00:00|14/02/2015 0:00:00|130002306|210002172|PO|element14 Pte Ltd|1|SGD|0|0|05/01/2015 0:00:00|14/01/2015 0:00:00|TIDAK|20/02/2015 0:00:00|TIDAK|12500|310001694|1|||
